"","code","title","timing","scope","severity","score","invasive","species","X.y","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","category.n"
"52","8.2","Problematic native species/diseases","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Columba oliviae",1544,593,"Columbidae","Columbiformes","AVIBASE-37B66CCF",5,2,3,0,4,22.8,11.7,3.7,4.2,26,201,87.5,114.2,43.4,100.4,308.5,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",2,1,"Herbivore","Granivore","Terrestrial",7.94,11.99,10.38,48.95,24568.32,22690092,0
"53","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Crossleyia tenebrosa",3039,7672,"Bernieridae","Passeriformes","AVIBASE-6FD3006B",2,1,1,0,2,15.4,7.6,3,3.8,23.4,67.5,7.4,60,10.9,48.5,21.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-19.26,-14.41,-16.15,49.5,15950.29,22713021,0
"54","2.1.1","Shifting agriculture","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Crossleyia tenebrosa",3039,7672,"Bernieridae","Passeriformes","AVIBASE-6FD3006B",2,1,1,0,2,15.4,7.6,3,3.8,23.4,67.5,7.4,60,10.9,48.5,21.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-19.26,-14.41,-16.15,49.5,15950.29,22713021,0
"55","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Crossleyia tenebrosa",3039,7672,"Bernieridae","Passeriformes","AVIBASE-6FD3006B",2,1,1,0,2,15.4,7.6,3,3.8,23.4,67.5,7.4,60,10.9,48.5,21.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-19.26,-14.41,-16.15,49.5,15950.29,22713021,0
"56","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Crossleyia tenebrosa",3039,7672,"Bernieridae","Passeriformes","AVIBASE-6FD3006B",2,1,1,0,2,15.4,7.6,3,3.8,23.4,67.5,7.4,60,10.9,48.5,21.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-19.26,-14.41,-16.15,49.5,15950.29,22713021,0
"57","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Dicaeum dayakorum",3662,9417,"Dicaeidae","Passeriformes","AVIBASE-E524E4CB",0,0,0,0,0,11,6,3.4,3.5,12.4,50.6,10.5,39.5,20.9,24.4,8.1,"Updated_literature","BoW","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dicaeum aureolimbatum","Forest",1,1,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,179385431,0
"58","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Dicaeum dayakorum",3662,9417,"Dicaeidae","Passeriformes","AVIBASE-E524E4CB",0,0,0,0,0,11,6,3.4,3.5,12.4,50.6,10.5,39.5,20.9,24.4,8.1,"Updated_literature","BoW","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dicaeum aureolimbatum","Forest",1,1,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,179385431,0
"59","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Dicaeum dayakorum",3662,9417,"Dicaeidae","Passeriformes","AVIBASE-E524E4CB",0,0,0,0,0,11,6,3.4,3.5,12.4,50.6,10.5,39.5,20.9,24.4,8.1,"Updated_literature","BoW","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dicaeum aureolimbatum","Forest",1,1,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,179385431,0
"60","2.2.3","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Dicaeum dayakorum",3662,9417,"Dicaeidae","Passeriformes","AVIBASE-E524E4CB",0,0,0,0,0,11,6,3.4,3.5,12.4,50.6,10.5,39.5,20.9,24.4,8.1,"Updated_literature","BoW","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dicaeum aureolimbatum","Forest",1,1,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,179385431,0
"61","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Dicaeum dayakorum",3662,9417,"Dicaeidae","Passeriformes","AVIBASE-E524E4CB",0,0,0,0,0,11,6,3.4,3.5,12.4,50.6,10.5,39.5,20.9,24.4,8.1,"Updated_literature","BoW","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dicaeum aureolimbatum","Forest",1,1,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,179385431,0
"62","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Dicaeum dayakorum",3662,9417,"Dicaeidae","Passeriformes","AVIBASE-E524E4CB",0,0,0,0,0,11,6,3.4,3.5,12.4,50.6,10.5,39.5,20.9,24.4,8.1,"Updated_literature","BoW","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dicaeum aureolimbatum","Forest",1,1,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,179385431,0
"63","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Dicaeum dayakorum",3662,9417,"Dicaeidae","Passeriformes","AVIBASE-E524E4CB",0,0,0,0,0,11,6,3.4,3.5,12.4,50.6,10.5,39.5,20.9,24.4,8.1,"Updated_literature","BoW","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dicaeum aureolimbatum","Forest",1,1,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,179385431,0
"64","5.3","Logging & wood harvesting","Ongoing","Unknown","Unknown",NA,NA,"Discosura letitiae",881,1289,"Trochilidae","Caprimulgiformes","AVIBASE-E77089BB",1,0,0,1,1,14.3,9.7,0.7,1.1,4.1,37.6,24.5,13.1,65.2,36,2.8,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Aerial",NA,NA,NA,NA,NA,22687265,0
"65","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Unknown","Unknown",NA,NA,"Discosura letitiae",881,1289,"Trochilidae","Caprimulgiformes","AVIBASE-E77089BB",1,0,0,1,1,14.3,9.7,0.7,1.1,4.1,37.6,24.5,13.1,65.2,36,2.8,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Aerial",NA,NA,NA,NA,NA,22687265,0
"66","5.3","Logging & wood harvesting","Ongoing","Unknown","Unknown","Unknown",NA,"Edolisoma rostratum",3126,6498,"Campephagidae","Passeriformes","AVIBASE-D3CA1D45",0,0,0,0,0,27.2,16.3,7.9,7.9,24.6,128.1,41.2,87.8,31.9,93.1,60.9,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Edolisoma tenuirostre","Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-11.43,-11.29,-11.36,154.14,294.51,103702615,0
"67","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Unknown","Unknown","Unknown",NA,"Edolisoma rostratum",3126,6498,"Campephagidae","Passeriformes","AVIBASE-D3CA1D45",0,0,0,0,0,27.2,16.3,7.9,7.9,24.6,128.1,41.2,87.8,31.9,93.1,60.9,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Edolisoma tenuirostre","Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-11.43,-11.29,-11.36,154.14,294.51,103702615,0
"68","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Emberizoides duidae",7875,10765,"Thraupidae","Passeriformes","AVIBASE-F9E82153",2,1,1,0,2,17.4,9.8,5.2,6.7,25.4,77,10.9,66.1,14.1,123,27.6,"Inferred",NA,"YES","Body Mass","Emberizoides herbicola","Grassland",3,1,"Omnivore","Granivore","Terrestrial",3.15,3.46,3.3,-65.6,137.14,22723375,0
"69","7.1","Fire & fire suppression","Future","Whole (>90%)","Rapid Declines",NA,NA,"Emberizoides duidae",7875,10765,"Thraupidae","Passeriformes","AVIBASE-F9E82153",2,1,1,0,2,17.4,9.8,5.2,6.7,25.4,77,10.9,66.1,14.1,123,27.6,"Inferred",NA,"YES","Body Mass","Emberizoides herbicola","Grassland",3,1,"Omnivore","Granivore","Terrestrial",3.15,3.46,3.3,-65.6,137.14,22723375,0
"70","7.1.3","Trend Unknown/Unrecorded","Future","Whole (>90%)","Rapid Declines",NA,NA,"Emberizoides duidae",7875,10765,"Thraupidae","Passeriformes","AVIBASE-F9E82153",2,1,1,0,2,17.4,9.8,5.2,6.7,25.4,77,10.9,66.1,14.1,123,27.6,"Inferred",NA,"YES","Body Mass","Emberizoides herbicola","Grassland",3,1,"Omnivore","Granivore","Terrestrial",3.15,3.46,3.3,-65.6,137.14,22723375,0
"71","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Erythropitta meeki",6730,4509,"Pittidae","Passeriformes","AVIBASE-8142EBD5",5,1,4,0,0,20.3,17,6.4,9,39.6,93.7,21.3,78.9,23.9,52.2,72.4,"DataFromSplit",NA,"YES","Beak Culmen; Kipp's Distance; Hand-Wing Index","Erythropitta erythrogaster","Forest",1,1,"Carnivore","Invertivore","Terrestrial",-11.43,-11.29,-11.36,154.14,295.33,103656460,0
"72","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Erythropitta meeki",6730,4509,"Pittidae","Passeriformes","AVIBASE-8142EBD5",5,1,4,0,0,20.3,17,6.4,9,39.6,93.7,21.3,78.9,23.9,52.2,72.4,"DataFromSplit",NA,"YES","Beak Culmen; Kipp's Distance; Hand-Wing Index","Erythropitta erythrogaster","Forest",1,1,"Carnivore","Invertivore","Terrestrial",-11.43,-11.29,-11.36,154.14,295.33,103656460,0
"73","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Unknown",NA,NA,"Erythrotriorchis buergersi",142,3132,"Accipitridae","Accipitriformes","AVIBASE-0C9E322E",3,1,0,2,2,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34,238.7,575,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Generalist",-10.48,-2.39,-5.51,142.42,152406.32,22695692,0
"74","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Unknown",NA,NA,"Erythrotriorchis buergersi",142,3132,"Accipitridae","Accipitriformes","AVIBASE-0C9E322E",3,1,0,2,2,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34,238.7,575,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Generalist",-10.48,-2.39,-5.51,142.42,152406.32,22695692,0
"75","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Unknown",NA,NA,"Jubula lettii",10534,2923,"Strigidae","Strigiformes","AVIBASE-15A1DBE8",4,2,2,0,4,27.8,14.8,8.9,13,35.7,265,69.9,195.1,26.4,158.1,183,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-6.77,7.58,0.77,16.83,2256025.42,22689173,0
"76","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Unknown",NA,NA,"Jubula lettii",10534,2923,"Strigidae","Strigiformes","AVIBASE-15A1DBE8",4,2,2,0,4,27.8,14.8,8.9,13,35.7,265,69.9,195.1,26.4,158.1,183,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-6.77,7.58,0.77,16.83,2256025.42,22689173,0
"77","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Lewinia mirifica",2659,1782,"Rallidae","Gruiformes","AVIBASE-F7CE0777",1,1,0,0,1,26.2,16.6,3.7,5.3,28.6,96.9,26.7,70.2,27.6,40,68,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland",2,3,"Carnivore","Aquatic predator","Terrestrial",12.54,18.65,15.95,121.42,105068.66,22692509,0
"78","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Lewinia mirifica",2659,1782,"Rallidae","Gruiformes","AVIBASE-F7CE0777",1,1,0,0,1,26.2,16.6,3.7,5.3,28.6,96.9,26.7,70.2,27.6,40,68,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland",2,3,"Carnivore","Aquatic predator","Terrestrial",12.54,18.65,15.95,121.42,105068.66,22692509,0
"79","11.1","Habitat shifting & alteration","Future","Majority (50-90%)","Slow, Significant Declines","Low Impact: 4",NA,"Lobotos oriolinus",3153,6475,"Campephagidae","Passeriformes","AVIBASE-D75CBDFB",8,2,6,0,4,17.1,9.6,5.7,5,19.1,97.3,20.8,76.5,21.4,74.9,33.1,"Inferred",NA,"YES","Body Mass","Lobotos lobatus","Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.1,5.91,1.31,17.84,440279.03,22706719,0
"80","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Lobotos oriolinus",3153,6475,"Campephagidae","Passeriformes","AVIBASE-D75CBDFB",8,2,6,0,4,17.1,9.6,5.7,5,19.1,97.3,20.8,76.5,21.4,74.9,33.1,"Inferred",NA,"YES","Body Mass","Lobotos lobatus","Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.1,5.91,1.31,17.84,440279.03,22706719,0
"81","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Lobotos oriolinus",3153,6475,"Campephagidae","Passeriformes","AVIBASE-D75CBDFB",8,2,6,0,4,17.1,9.6,5.7,5,19.1,97.3,20.8,76.5,21.4,74.9,33.1,"Inferred",NA,"YES","Body Mass","Lobotos lobatus","Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.1,5.91,1.31,17.84,440279.03,22706719,0
"82","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Unknown",NA,NA,"Macronyx grimwoodi",5453,10001,"Motacillidae","Passeriformes","AVIBASE-E05608A4",4,1,3,0,3,21.2,12.4,4.6,5.5,35.9,95.5,16.6,78.9,17.5,72,45.1,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-15.26,-5.6,-10.59,20.31,671345.15,22718432,0
"83","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Unknown",NA,NA,"Macronyx grimwoodi",5453,10001,"Motacillidae","Passeriformes","AVIBASE-E05608A4",4,1,3,0,3,21.2,12.4,4.6,5.5,35.9,95.5,16.6,78.9,17.5,72,45.1,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-15.26,-5.6,-10.59,20.31,671345.15,22718432,0
"84","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Unknown",NA,NA,"Macronyx grimwoodi",5453,10001,"Motacillidae","Passeriformes","AVIBASE-E05608A4",4,1,3,0,3,21.2,12.4,4.6,5.5,35.9,95.5,16.6,78.9,17.5,72,45.1,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-15.26,-5.6,-10.59,20.31,671345.15,22718432,0
"85","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Unknown",NA,NA,"Macronyx grimwoodi",5453,10001,"Motacillidae","Passeriformes","AVIBASE-E05608A4",4,1,3,0,3,21.2,12.4,4.6,5.5,35.9,95.5,16.6,78.9,17.5,72,45.1,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-15.26,-5.6,-10.59,20.31,671345.15,22718432,0
"86","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"87","2.1.4","Scale Unknown/Unrecorded","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"88","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"89","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"90","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"91","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"92","7.1","Fire & fire suppression","Ongoing","Unknown","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"93","7.1.3","Trend Unknown/Unrecorded","Ongoing","Unknown","Unknown",NA,NA,"Malacocincla perspicillata",6496,8359,"Pellorneidae","Passeriformes","AVIBASE-84378150",1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Malacocincla sepiaria","Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,22715827,0
"94","2.1","Annual & perennial non-timber crops","Ongoing","Unknown","Unknown",NA,NA,"Micromacronus leytensis",3367,7437,"Cisticolidae","Passeriformes","AVIBASE-E823AB2F",5,1,4,0,4,9.1,5.7,2.7,2.9,14.5,41.3,6.3,35,15.4,28.2,5.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10,12.59,11.55,124.96,20065.38,22735027,0
"95","2.1.2","Small-holder farming","Ongoing","Unknown","Unknown",NA,NA,"Micromacronus leytensis",3367,7437,"Cisticolidae","Passeriformes","AVIBASE-E823AB2F",5,1,4,0,4,9.1,5.7,2.7,2.9,14.5,41.3,6.3,35,15.4,28.2,5.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10,12.59,11.55,124.96,20065.38,22735027,0
"96","5.3","Logging & wood harvesting","Ongoing","Unknown","Unknown",NA,NA,"Micromacronus leytensis",3367,7437,"Cisticolidae","Passeriformes","AVIBASE-E823AB2F",5,1,4,0,4,9.1,5.7,2.7,2.9,14.5,41.3,6.3,35,15.4,28.2,5.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10,12.59,11.55,124.96,20065.38,22735027,0
"97","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Unknown","Unknown",NA,NA,"Micromacronus leytensis",3367,7437,"Cisticolidae","Passeriformes","AVIBASE-E823AB2F",5,1,4,0,4,9.1,5.7,2.7,2.9,14.5,41.3,6.3,35,15.4,28.2,5.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10,12.59,11.55,124.96,20065.38,22735027,0
"98","11.2","Droughts","Ongoing","Whole (>90%)","Unknown","Unknown",NA,"Myzomela albigula",5164,6033,"Meliphagidae","Passeriformes","AVIBASE-04AEB6A1",5,1,4,0,4,21.4,12.6,3,3.7,19.8,68.6,11.2,56.8,16.4,57.2,14.6,"Dunning",NA,"NO",NA,NA,NA,1,1,"Omnivore","Nectarivore","Insessorial",-11.43,-10.25,-11.26,153.88,345.83,22703813,0
