,keyword,mean
714,Common Sandpiper,30.8161435
715,Common Scoter,15.79820628
716,Common Shelduck,5.156950673
717,Common Snipe,20.30044843
718,Common Starling,18.79372197
719,Common Stonechat,7.179372197
720,Common Swift,30.6367713
721,Common Tailorbird,17.93273543
722,Common Teal,24.93273543
723,Common Tern,27.11210762
724,Common Waxbill,10.24215247
725,Common White Tern,4.802690583
726,Common Woodshrike,7.103139013
727,Common Yellowthroat,20.40358744
728,Compact Weaver,11.17488789
729,Congo Peafowl,12.14798206
730,Connecticut Warbler,9.946188341
731,Cook's Petrel,4.013452915
732,Cooper's Hawk,36.78026906
733,Copper Pheasant,16.5426009
734,Coppersmith Barbet,17.34080717
735,Coppery-headed Emerald,0.941704036
736,Cordilleran Flycatcher,5.573991031
737,Corn Bunting,22.47085202
738,Corncrake,36.33632287
739,Coscoroba Swan,8.735426009
740,Costa's Hummingbird,8.883408072
741,Cozumel Thrasher,0.975336323
742,Crane Hawk,11.77130045
743,Cream-colored Woodpecker,1.242152466
744,Cream-coloured Courser,3.224215247
745,Crescent-chested Warbler,3.452914798
746,Crescent Honeyeater,13.16591928
747,Crested Auklet,5.730941704
748,Crested Barbet,23.13452915
749,Crested Bellbird,2.748878924
750,Crested Bunting,6.820627803
751,Crested Caracara,22.31838565
752,Crested Coua,7.080717489
753,Crested Duck,27.92825112
754,Crested Eagle,27.78923767
755,Crested Francolin,6.914798206
756,Crested Goshawk,14.33183857
757,Crested Guan,3.443946188
758,Crested Jay,18.67713004
759,Crested Kingfisher,12.49775785
760,Crested Lark,20.46636771
761,Crested Myna,15
762,Crested Oropendola,5.174887892
763,Crested Owl,24.98206278
764,Crested Partridge,6.67264574
765,Crested Pigeon,23.48430493
766,Crested Quetzal,3.331838565
767,Crested Tit,18.97757848
768,Crested Treeswift,4.080717489
769,Crimson-rumped Toucanet,4.98206278
770,Crimson Chat,10.89237668
771,Crimson Fruitcrow,3.780269058
772,Crimson Rosella,34.17040359
773,Crimson Sunbird,25.20627803
774,Crimson Topaz,5.255605381
775,Crissal Thrasher,3.273542601
776,Crowned Eagle,13.71300448
777,Crowned Hornbill,11.20179372
778,Crowned Lapwing,5.932735426
779,Crowned Solitary Eagle,5.426008969
780,Crowned Woodnymph,5.865470852
781,Cuban Amazon,49.24663677
782,Cuban Bullfinch,5.30941704
783,Cuban Crow,15.88789238
784,Cuban Emerald,10.57399103
785,Cuban Grassquit,4.605381166
786,Cuban Green Woodpecker,2.313901345
787,Cuban Kite,5.928251121
788,Cuban Martin,6.417040359
789,Cuban Pewee,1.708520179
790,Cuban Solitaire,14.17488789
791,Cuban Tody,18.01345291
792,Cuban Trogon,9.282511211
793,Cuban Vireo,2.103139013
794,Cuckoo Roller,8.802690583
795,Curl-crested Jay,1.206278027
796,Curl-crested Manucode,2.295964126
797,Curlew Sandpiper,26.78026906
798,Curve-billed Thrasher,8.717488789
799,Dalmatian Pelican,6.69058296
800,Dark-billed Cuckoo,1.255605381
801,Dark-eyed Junco,10.50224215
802,Dark-necked Tailorbird,1.64573991
803,Daurian Jackdaw,8.677130045
804,Daurian Redstart,3.946188341
805,Dead Sea Sparrow,3.762331839
806,Demoiselle Crane,19.14798206
807,Desert Finch,10.95515695
808,Desert Lark,10.39461883
809,Desert Sparrow,16.14349776
810,Desert Tawny Owl,1.968609865
811,Desert Wheatear,9.219730942
812,Diamond Dove,52.87443946
813,Diamond Firetail,10.92376682
814,Dickcissel,15.62331839
815,Diederik Cuckoo,10.51121076
816,Dolphin Gull,8.766816143
817,Donacobius,3.748878924
818,Double-crested Cormorant,11.40358744
819,Double-toothed Kite,1.605381166
820,Downy Woodpecker,28.60986547
821,Drab Seedeater,1.255605381
822,Dulit Frogmouth,3.103139013
823,Dunlin,58.60089686
824,Dunnock,21
825,Dusky Grouse,16.78923767
826,Dusky Lory,5.713004484
827,Dusky Moorhen,13.37219731
828,Dusky Parrot,4.286995516
829,Dusky Robin,16.16143498
830,Dusky Scrubfowl,1.269058296
831,Dusky Thrush,4.094170404
832,Dusky Warbler,7.076233184
833,Dusky Woodswallow,10.42152466
834,Dwarf Bittern,3.3632287
835,Dwarf Cassowary,9.475336323
836,Dwarf Jay,13.34080717
837,Eared Dove,9.089686099
838,Eared Pitta,1.959641256
839,Eared Quetzal,4.264573991
840,Eastern Bluebird,20.04035874
841,Eastern Bristlebird,4.183856502
842,Eastern Crowned Warbler,1.3632287
843,Eastern Goldfinch,11.98430493
844,Eastern Imperial Eagle,3.950672646
845,Eastern Kingbird,15.97309417
846,Eastern Koel,8.466367713
847,Eastern Meadowlark,16.27802691
848,Eastern Phoebe,19.97757848
849,Eastern Rosella,19.24215247
850,Eastern Screech-owl,3.31838565
851,Eastern Spinebill,10.79372197
852,Eastern Towhee,20.73542601
853,Eastern Whip-poor-will,7.6367713
854,Eastern Whipbird,8.524663677
855,Eastern Wood-pewee,4.739910314
856,Eastern Yellow Robin,7.869955157
857,Eastern Yellow Wagtail,8.35426009
858,Echo Parakeet,7.69058296
859,Ecuadorian Hermit,7.789237668
860,Edible-nest Swiftlet,3.99103139
861,Egyptian Goose,37.98654709
862,Egyptian Nightjar,4.838565022
863,Egyptian Plover,16.66367713
864,Egyptian Vulture,14.61883408
865,Elegant Crested Tinamou,2.542600897
866,Elegant Parrot,12.86098655
867,Elegant Pitta,1.843049327
868,Elegant Tern,3.614349776
869,Elegant Tit,12.59641256
870,Elegant Trogon,11.50224215
871,Eleonora's Falcon,2.475336323
872,Elf Owl,17.91928251
873,Elfin Woods Warbler,2.286995516
874,Elliot's Pheasant,1.905829596
875,Emerald Starling,6.887892377
876,Emerald Tanager,3.376681614
877,Emerald Toucanet,7.798206278
878,Emperor Goose,12.28699552
879,Emperor Penguin,26.61434978
880,Empress Brilliant,8.896860987
881,Erect-crested Penguin,7.215246637
882,Eskimo Curlew,14.08071749
883,Esmeraldas Woodstar,1.807174888
884,Eurasian Bittern,4.614349776
885,Eurasian Blackbird,6.233183857
886,Eurasian Blackcap,6.780269058
887,Eurasian Blue Tit,11.59641256
888,Eurasian Bullfinch,14.64125561
889,Eurasian Collared-dove,7.600896861
890,Eurasian Crag Martin,5.668161435
891,Eurasian Curlew,7.69955157
892,Eurasian Dotterel,4.3632287
893,Eurasian Eagle-owl,14.5426009
894,Eurasian Golden Oriole,10.96412556
895,Eurasian Hobby,9.878923767
896,Eurasian Jackdaw,3.847533632
897,Eurasian Jay,19.11210762
898,Eurasian Magpie,17.42152466
899,Eurasian Nuthatch,8.937219731
900,Eurasian Oystercatcher,7.152466368
901,Eurasian Siskin,6.735426009
902,Eurasian Skylark,8.569506726
903,Eurasian Sparrowhawk,13.68609865
904,Eurasian Spoonbill,8.484304933
905,Eurasian Tree Sparrow,14.26008969
906,Eurasian Treecreeper,8.784753363
907,Eurasian Wigeon,15.75784753
908,Eurasian Woodcock,7.30044843
909,Eurasian Wryneck,9.30044843
910,European Bee-eater,4.843049327
911,European Goldfinch,20.56053812
912,European Greenfinch,10.76681614
913,European Herring Gull,4.340807175
914,European Nightjar,9.278026906
915,European Pied Flycatcher,4.977578475
916,European Robin,28.11210762
917,European Roller,20.37668161
918,European Serin,6.457399103
919,European Shag,6.488789238
920,Evening Grosbeak,19.02690583
921,Eyebrowed Thrush,7.358744395
922,Eyrean Grasswren,2.260089686
923,Fairy Martin,23.89237668
924,Fairy Pitta,10.61883408
925,Fairy Prion,5.479820628
926,Fairy Tern,19.86547085
927,Falcated Duck,5.291479821
928,Familiar Chat,17.91928251
929,Fan-tailed Warbler,2.986547085
930,Far Eastern Curlew,12.49775785
931,Fearful Owl,6.977578475
932,Fernwren,4.098654709
933,Ferruginous Duck,12.42600897
934,Ferruginous Flycatcher,2.65470852
935,Ferruginous Hawk,20.58744395
936,Ferruginous Pygmy-owl,4.834080717
937,Field Sparrow,18.60538117
938,Fieldfare,10.19730942
939,Fiery-throated Hummingbird,4.766816143
940,Fiery Topaz,6.282511211
941,Fiji Parrotfinch,1.30941704
942,Fiji Petrel,1.394618834
943,Fiordland Penguin,10.93273543
944,Fire-tailed Sunbird,1.542600897
945,Firethroat,4.623318386
946,Fischer's Lovebird,12.34529148
947,Fish Crow,37.58295964
948,Flame-faced Tanager,2.313901345
949,Flame Bowerbird,3.506726457
950,Flame Robin,30.06278027
951,Flamecrest,8.448430493
952,Flammulated Owl,13.73991031
953,Flightless Cormorant,11.77578475
954,Floreana Mockingbird,7.928251121
955,Flores Crow,7.748878924
956,Flores Monarch,15.68609865
957,Florida Scrub-jay,6.986547085
958,Fluffy-backed Tit-babbler,4.538116592
959,Forest Bittern,6.32735426
960,Forest Buzzard,19.67264574
961,Forest Canary,15.19730942
962,Forest Kingfisher,23.52914798
963,Forest Owlet,20.07174888
964,Forest Raven,31.19282511
965,Forest Swallow,16.39910314
966,Forest Thrush,16.91928251
967,Forest Wagtail,12.26457399
968,Fork-tailed Drongo,2.381165919
969,Fork-tailed Flycatcher,4.443946188
970,Fork-tailed Sunbird,2.65470852
971,Forster's Tern,6.00896861
972,Forty-spotted Pardalote,3.291479821
973,Fox Kestrel,12.77578475
974,Franklin's Gull,8.426008969
975,Freckled Duck,5.31838565
976,Frilled Coquette,2.394618834
977,Fulvous Whistling-duck,1.829596413
978,Gabar Goshawk,9.68161435
979,Gadwall,39.31838565
980,Galah,51.56950673
981,Galapagos Dove,15.21076233
982,Galapagos Hawk,7.443946188
983,Galapagos Martin,17.51121076
984,Galapagos Mockingbird,5.35426009
985,Galapagos Penguin,17.85650224
986,Galapagos Rail,6.269058296
987,Gambel's Quail,6.605381166
988,Gang-gang Cockatoo,9.66367713
989,Garden Emerald,58.68161435
990,Garden Warbler,17.46636771
991,Garganey,3.793721973
992,Gentoo Penguin,22.65919283
993,Giant Antpitta,3.412556054
994,Giant Coot,3.452914798
995,Giant Hummingbird,13.34080717
996,Giant Ibis,32.48430493
997,Giant Kingbird,1.843049327
998,Giant Kingfisher,24.4529148
999,Giant Nuthatch,6.134529148
1000,Giant Pitta,4.134529148
1001,Giant Snipe,10.80269058
1002,Giant Weaver,9.609865471
1003,Giant Wren,7.704035874
1004,Gila Woodpecker,10.2690583
1005,Gilded Flicker,8.421524664
1006,Glaucous-winged Gull,5.434977578
1007,Glaucous Gull,9.825112108
1008,Glaucous Macaw,11.08520179
1009,Glossy Ibis,21.14798206
1010,Glossy Swiftlet,2.874439462
1011,Goldcrest,48.25112108
1012,Golden-bellied Gerygone,5.726457399
1013,Golden-capped Parakeet,1.627802691
1014,Golden-cheeked Warbler,8.811659193
1015,Golden-chevroned Tanager,1.959641256
1016,Golden-collared Manakin,1.147982063
1017,Golden-crowned Kinglet,9.771300448
1018,Golden-crowned Sparrow,7.968609865
1019,Golden-crowned Warbler,3.192825112
1020,Golden-fronted Bowerbird,1.174887892
1021,Golden-fronted Leafbird,2.618834081
1022,Golden-fronted Woodpecker,4.668161435
1023,Golden-headed Cisticola,4.748878924
1024,Golden-winged Sparrow,1.439461883
1025,Golden-winged Warbler,15.94170404
1026,Golden Bowerbird,7.757847534
1027,Golden Dove,38.15695067
1028,Golden Eagle,39.84753363
1029,Golden Grosbeak,5.174887892
1030,Golden Masked-owl,1.434977578
1031,Golden Monarch,24.53363229
1032,Golden Myna,8.641255605
1033,Golden Nightjar,3.748878924
1034,Golden Palm Weaver,1.161434978
1035,Golden Parakeet,15.58295964
1036,Golden Pheasant,45.91928251
1037,Golden Pipit,8.439461883
1038,Golden Swallow,24.58744395
1039,Golden Tanager,14.78475336
1040,Golden Whistler,25.7264574
1041,Goldenface,12.1838565
1042,Goliath Heron,10.94618834
1043,Goosander,18.7264574
1044,Gorgeted Puffleg,1.210762332
1045,Gorgeted Woodstar,3.798206278
1046,Gouldian Finch,40.0896861
1047,Grace's Warbler,1.847533632
1048,Graceful Prinia,4.64573991
1049,Grandala,12.44843049
1050,Grass Wren,14.31390135
1051,Grasshopper Sparrow,14.04484305
1052,Great-tailed Grackle,13.93273543
1053,Great-winged Petrel,3.928251121
1054,Great Argus,27.18834081
1055,Great Barbet,13.367713
1056,Great Black-backed Gull,12.70852018
1057,Great Black Hawk,12.0896861
1058,Great Blue Heron,28.0044843
1059,Great Blue Turaco,5.905829596
1060,Great Bowerbird,3.058295964
1061,Great Bustard,22.03587444
1062,Great Cormorant,24.52914798
1063,Great Crested Flycatcher,14.57399103
1064,Great Crested Grebe,27.94170404
1065,Great Curassow,12.6367713
1066,Great Frigatebird,5.511210762
1067,Great Grebe,18.33183857
1068,Great Green Macaw,10.7264574
1069,Great Grey Owl,14.16143498
1070,Great Grey Shrike,14.19282511
1071,Great Hornbill,10
1072,Great Horned Owl,46.65022422
1073,Great Indian Bustard,19.01345291
1074,Great Kiskadee,10.81165919
1075,Great Knot,30.08520179
1076,Great Myna,8.596412556
1077,Great Potoo,4.600896861
1078,Great Rosefinch,8.421524664
1079,Great Shearwater,13.76233184
1080,Great Skua,9.062780269
1081,Great Slaty Woodpecker,2.228699552
1082,Great Snipe,14.42152466
1083,Great Sparrow,29.87892377
1084,Great Spotted Cuckoo,5.757847534
1085,Great Spotted Kiwi,6.291479821
1086,Great Spotted Woodpecker,21.8161435
1087,Great Thrush,28.24663677
1088,Great Tinamou,11.02690583
1089,Great Tit,28.26008969
1090,Great White Egret,27.39013453
1091,Great White Heron,23.71748879
1092,Great White Pelican,15.17040359
1093,Greater Adjutant,10.35426009
1094,Greater Ani,11.9058296
1095,Greater Antillean Bullfinch,9.219730942
1096,Greater Antillean Grackle,3.547085202
1097,Greater Bird-of-paradise,3.183856502
1098,Greater Blue-eared Starling,3.502242152
1099,Greater Coucal,18.22421525
1100,Greater Crested Tern,4.237668161
1101,Greater Flameback,12.78026906
1102,Greater Flamingo,22.57847534
1103,Greater Green Leafbird,4.757847534
1104,Greater Honeyguide,5.470852018
1105,Greater Pewee,5.834080717
1106,Greater Rhea,14.68609865
1107,Greater Roadrunner,10.0044843
1108,Greater Sandplover,1.860986547
1109,Greater Scaup,12.72197309
1110,Greater Spotted Eagle,10.03587444
1111,Greater White-fronted Goose,3.295964126
1112,Greater Yellowlegs,8.928251121
1113,Greater Yellownape,4.825112108
1114,Green-backed Tit,5.623318386
1115,Green-billed Coucal,3.434977578
1116,Green-billed Malkoha,5.147982063
1117,Green-breasted Mango,1.174887892
1118,Green-cheeked Parakeet,8.878923767
1119,Green-headed Tanager,2.887892377
1120,Green-tailed Towhee,4.591928251
1121,Green-throated Carib,2.417040359
1122,Green-winged Teal,11.47085202
1123,Green Barbet,12.66816143
1124,Green Broadbill,10.23318386
1125,Green Catbird,7.69058296
1126,Green Cochoa,4.65470852
1127,Green Hermit,24.48878924
1128,Green Honeycreeper,6.735426009
1129,Green Ibis,44.47533632
1130,Green Inca,13.44843049
1131,Green Iora,4.461883408
1132,Green Jay,17.94618834
1133,Green Junglefowl,4.556053812
1134,Green Kingfisher,33.52466368
1135,Green Mango,55.12107623
1136,Green Oriole,22.71300448
1137,Green Parakeet,35.03587444
1138,Green Peafowl,18.51121076
1139,Green Pheasant,31.37219731
1140,Green Rosella,25.99103139
1141,Green Sandpiper,16.67713004
1142,Green Turaco,11.1838565
1143,Green Warbler,21.21973094
1144,Green Woodhoopoe,3
1145,Greenish Warbler,17.34080717
1146,Grenada Dove,10.30044843
1147,Grey-backed Shrike,2.860986547
1148,Grey-crowned Warbler,1.071748879
1149,Grey-headed Albatross,4.210762332
1150,Grey-headed Lapwing,2.215246637
1151,Grey-headed Lovebird,3.780269058
1152,Grey-headed Woodpecker,4.68161435
1153,Grey Bunting,23.50224215
1154,Grey Bushchat,14.75336323
1155,Grey Butcherbird,13.22421525
1156,Grey Catbird,10.58744395
1157,Grey Crow,24.4573991
1158,Grey Crowned Crane,25.10313901
1159,Grey Currawong,6.816143498
1160,Grey Falcon,41.65919283
1161,Grey Fantail,17.87443946
1162,Grey Francolin,27.92376682
1163,Grey Go-away-bird,7.139013453
1164,Grey Goshawk,9.713004484
1165,Grey Grasswren,2.542600897
1166,Grey Gull,26.96860987
1167,Grey Hawk,30.20627803
1168,Grey Heron,34.74887892
1169,Grey Honeyeater,7.64573991
1170,Grey Jay,12.5470852
1171,Grey Junglefowl,7.533632287
1172,Grey Kestrel,13.73991031
1173,Grey Kingbird,8.116591928
1174,Grey Nightjar,7.040358744
1175,Grey Parrot,55.37219731
1176,Grey Partridge,28.33632287
1177,Grey Petrel,10.61883408
1178,Grey Plover,15.65470852
1179,Grey Teal,23.83408072
1180,Grey Thrasher,17.93721973
1181,Grey Tinamou,2.946188341
1182,Grey Tit,31.75784753
1183,Grey Treepie,13.0896861
1184,Grey Vireo,6.412556054
1185,Grey Wagtail,26.48430493
1186,Grey Whistler,15.26457399
1187,Grey Woodpecker,26.25112108
1188,Grey Wren,29.47982063
1189,Greylag Goose,34.58744395
1190,Griffon Vulture,24.87892377
1191,Groove-billed Ani,3.286995516
1192,Grosbeak Starling,7.035874439
1193,Ground Parrot,21.10762332
1194,Ground Tit,14.08520179
1195,Ground Woodpecker,13.15246637
1196,Guadalcanal Moustached Kingfisher,0.614349776
1197,Guadalupe Murrelet,7.35426009
1198,Guaiabero,10.79372197
1199,Guam Kingfisher,5.130044843
1200,Guam Rail,10.37219731
1201,Guanay Cormorant,2.524663677
1202,Guayaquil Woodpecker,2.704035874
1203,Guianan Cock-of-the-rock,5.829596413
1204,Guira Cuckoo,4.829596413
1205,Gunnison Grouse,12.74439462
1206,Gyrfalcon,36.25560538
1207,Hadada Ibis,10.75784753
1208,Hair-crested Drongo,7.470852018
1209,Hairy Woodpecker,29.62780269
1210,Hamerkop,22.05829596
1211,Hammond's Flycatcher,8.219730942
1212,Happy Wren,16.07174888
1213,Hardhead,36.34529148
1214,Harlequin Duck,33.19730942
1215,Harlequin Quail,5.959641256
1216,Harpy Eagle,8.735426009
1217,Hawaii Creeper,10.46188341
1218,Hawaiian Coot,5.69955157
1219,Hawaiian Crow,10.0896861
1220,Hawaiian Duck,17.8161435
1221,Hawaiian Goose,11.82511211
1222,Hawaiian Hawk,10.632287
1223,Hawaiian Petrel,11.47085202
1224,Hawfinch,14.65470852
1225,Hazel Grouse,9.192825112
1226,Helmet Vanga,8.426008969
1227,Helmeted Curassow,2.959641256
1228,Helmeted Friarbird,7.977578475
1229,Helmeted Guineafowl,6.775784753
1230,Helmeted Hornbill,10.20179372
1231,Hen Harrier,20.39910314
1232,Henderson Crake,8.479820628
1233,Henderson Petrel,2.089686099
1234,Henslow's Sparrow,3.412556054
1235,Hepatic Tanager,8.049327354
1236,Herald Petrel,3.659192825
1237,Hermit Thrush,32.05381166
1238,Hermit Warbler,12.07174888
1239,Hill Partridge,32.79820628
1240,Hill Pigeon,52.13452915
1241,Hill Prinia,5.964125561
1242,Himalayan Bulbul,9.470852018
1243,Himalayan Cuckoo,11.70403587
1244,Himalayan Forest Thrush,3.430493274
1245,Himalayan Griffon,11.5470852
1246,Himalayan Monal,14.29596413
1247,Himalayan Owl,8.062780269
1248,Himalayan Quail,17.50224215
1249,Himalayan Snowcock,10.50672646
1250,Hispaniolan Amazon,4.224215247
1251,Hispaniolan Trogon,9.605381166
1252,Hoary Puffleg,3.233183857
1253,Hoatzin,23.12556054
1254,Hooded Crane,2.553811659
1255,Hooded Grebe,9.107623318
1256,Hooded Merganser,41.50672646
1257,Hooded Oriole,19.48878924
1258,Hooded Parrot,8.529147982
1259,Hooded Pitohui,7.748878924
1260,Hooded Plover,13.26457399
1261,Hooded Robin,12
1262,Hooded Siskin,7.686098655
1263,Hooded Tanager,6.125560538
1264,Hooded Treepie,3.793721973
1265,Hooded Vulture,7.049327354
1266,Hooded Warbler,10.89686099
1267,Hooded Wheatear,2.457399103
1268,Horned Grebe,11.20627803
1269,Horned Guan,7.192825112
1270,Horned Lark,12.89686099
1271,Horned Parakeet,7.32735426
1272,Horned Puffin,13.08071749
1273,Horned Screamer,7.3632287
1274,Horned Sungem,7.632286996
1275,Horus Swift,2.892376682
1276,House Bunting,35.35426009
1277,House Crow,49.30941704
1278,House Finch,25.0044843
1279,House Sparrow,30
1280,House Swallow,39.51569507
1281,House Swift,40.75784753
1282,House Wren,28.89686099
1283,Hudsonian Godwit,10.70852018
1284,Humboldt Penguin,24.41704036
1285,Hyacinth Macaw,51.86098655
1286,Hypocolius,7.147982063
1287,Ibadan Malimbe,5.69058296
1288,Iberian Chiffchaff,6.475336323
1289,Ibisbill,5.677130045
1290,Iceland Gull,17.28251121
1291,Icterine Warbler,4.147982063
1292,Iiwi,16.84304933
1293,Imperial Amazon,42.71300448
1294,Imperial Shag,3.466367713
1295,Imperial Woodpecker,5.385650224
1296,Inaccessible Rail,9.035874439
1297,Inca Dove,11.84304933
1298,Inca Tern,10.65919283
1299,Indian Blackbird,10.98206278
1300,Indian Blue Robin,9.412556054
1301,Indian Cormorant,8.847533632
1302,Indian Courser,2.053811659
1303,Indian Cuckoo,19.49327354
1304,Indian Golden Oriole,14.37668161
1305,Indian Grey Hornbill,7.816143498
1306,Indian Nightjar,4.372197309
1307,Indian Peafowl,22.79372197
1308,Indian Pitta,31.08071749
1309,Indian Robin,26.66816143
1310,Indian Roller,29.23318386
1311,Indian Silverbill,15.12556054
1312,Indian Skimmer,10.0941704
1313,Indian Spot-billed Duck,5.322869955
1314,Indian Spotted Eagle,8.179372197
1315,Indian Swiftlet,1.905829596
1316,Indian Vulture,34.69506726
1317,Indian White-eye,3.883408072
1318,Indigo Bunting,11.01793722
1319,Indigo Flycatcher,1.802690583
1320,Intermediate Egret,9.928251121
1321,Iris Lorikeet,3.179372197
1322,Isabela Oriole,6.080717489
1323,Isabelline Shrike,6.896860987
1324,Isabelline Wheatear,9.560538117
1325,Island Canary,29.65919283
1326,Island Monarch,45.367713
1327,Island Thrush,20.26457399
1328,Island Whistler,32.94618834
1329,Italian Sparrow,23.30493274
1330,Ivory-billed Woodpecker,2.058295964
1331,Ivory Gull,8.551569507
1332,Jabiru,38.8206278
1333,Jack Snipe,14.69058296
1334,Jackal Buzzard,11.09865471
1335,Jacky Winter,19.75336323
1336,Jacobin Cuckoo,8.914798206
1337,Jamaican Crow,19.75784753
1338,Jamaican Mango,38.13901345
1339,Jamaican Oriole,5.188340807
1340,Jamaican Owl,12.04484305
1341,Jamaican Petrel,1.860986547
1342,Jamaican Tody,2.35426009
1343,Jandaya Parakeet,3.255605381
1344,Japanese Cormorant,9.708520179
1345,Japanese Grosbeak,2.68161435
1346,Japanese Murrelet,3.094170404
1347,Japanese Pygmy Woodpecker,3.600896861
1348,Japanese Quail,28.29147982
1349,Japanese Robin,22.43946188
1350,Japanese Sparrowhawk,6.614349776
1351,Japanese Thrush,14.74439462
1352,Japanese Wagtail,4.910313901
1353,Japanese Waxwing,4.896860987
1354,Japanese Woodpecker,13.50224215
1355,Java Sparrow,20.78923767
1356,Javan Green Magpie,5.686098655
1357,Javan Hawk-eagle,2.443946188
1358,Javan Kingfisher,8.977578475
1359,Javan Lapwing,4.080717489
1360,Javan Munia,10.32735426
1361,Javan Myna,11.95515695
1362,Javan Owlet,6.892376682
1363,Jerdon's Babbler,1.044843049
1364,Jocotoco Antpitta,4.793721973
1365,Jos Plateau Indigobird,3.192825112
1366,Juan Fernandez Firecrown,3.255605381
1367,Juan Fernandez Petrel,2.246636771
1368,Juan Fernandez Tit-tyrant,0.677130045
1369,Jungle Myna,9.479820628
1370,Jungle Owlet,22.65022422
1371,Jungle Prinia,3.174887892
1372,Junin Grebe,2.282511211
1373,Juniper Titmouse,3.582959641
1374,Kagu,46.15695067
1375,Kakapo,22.83408072
1376,Kalij Pheasant,4.358744395
1377,Karamoja Apalis,2.735426009
1378,Karoo Chat,13.11659193
1379,Karoo Lark,4.390134529
1380,Karoo Thrush,9.242152466
1381,Kashmir Flycatcher,8.834080717
1382,Kauai Nukupuu,3.004484305
1383,Kea,26.72197309
1384,Keel-billed Toucan,8.031390135
1385,Kelp Goose,2.887892377
1386,Kelp Gull,7.695067265
1387,Kentish Plover,12.93273543
1388,Kentucky Warbler,15.03587444
1389,Kerguelen Petrel,2.484304933
1390,Kerguelen Shag,3.524663677
1391,Kermadec Petrel,2.529147982
1392,Kikau,21.20627803
1393,Killdeer,37.62780269
1394,King Bird-of-paradise,6.291479821
1395,King Eider,18.06726457
1396,King of Saxony Bird-of-paradise,3.538116592
1397,King Penguin,31.89686099
1398,King Rail,54.17040359
1399,King Vulture,24.3632287
1400,Kinglet Calyptura,1.470852018
1401,Kirtland's Warbler,3.937219731
1402,Knobbed Hornbill,8.040358744
1403,Knysna Turaco,7.004484305
1404,Koklass Pheasant,9.143497758
1405,Kori Bustard,12.71300448
1406,Kurdish Wheatear,3.618834081
1407,Ladder-backed Woodpecker,6.488789238
1408,Laggar Falcon,5.439461883
1409,Lake Duck,35.29147982
1410,Lance-tailed Manakin,4.506726457
1411,Lanceolated Warbler,2.372197309
1412,Lanner Falcon,16.89686099
1413,Lapland Longspur,10.02690583
1414,Lappet-faced Vulture,7.183856502
1415,Large-billed Crow,5.219730942
1416,Large-billed Reed-warbler,0.600896861
1417,Large-tailed Nightjar,3.215246637
1418,Large Frogmouth,4.695067265
1419,Large Grey Babbler,13.4529148
1420,Large Woodshrike,7.098654709
1421,Lark Bunting,17.38116592
1422,Lark Sparrow,18.47085202
1423,Laughing Dove,23.49775785
1424,Laughing Falcon,15.48430493
1425,Laughing Gull,17.95067265
1426,Laughing Kookaburra,24.38565022
1427,Lava Gull,4.556053812
1428,Lavender Waxbill,6.641255605
1429,Laysan Albatross,13.32735426
