,keyword,mean
2124,Rosy Starling,8.174887892
2125,Rough-faced Shag,2.632286996
2126,Rough-legged Buzzard,5.013452915
2127,Royal Cinclodes,2.358744395
2128,Royal Penguin,31.73991031
2129,Royal Spoonbill,6.394618834
2130,Royal Tern,25.74887892
2131,Ruby-cheeked Sunbird,4.286995516
2132,Ruby-crowned Kinglet,10.83408072
2133,Ruby-throated Hummingbird,17.74439462
2134,Ruddy Duck,48.39910314
2135,Ruddy Kingfisher,4.811659193
2136,Ruddy Pigeon,3.896860987
2137,Ruddy Shelduck,17.67713004
2138,Ruddy Turnstone,20.13901345
2139,Ruff,40.75784753
2140,Ruffed Grouse,26.18834081
2141,Rufous-bellied Niltava,6.295964126
2142,Rufous-bellied Thrush,7.560538117
2143,Rufous-headed Hornbill,4.825112108
2144,Rufous-legged Owl,8.515695067
2145,Rufous-necked Hornbill,3.66367713
2146,Rufous-necked Wood-rail,0.775784753
2147,Rufous-tailed Hummingbird,1.856502242
2148,Rufous-tailed Robin,3.820627803
2149,Rufous Babbler,6.793721973
2150,Rufous Bristlebird,3.269058296
2151,Rufous Fantail,6.887892377
2152,Rufous Flycatcher,11.21973094
2153,Rufous Hornero,12.13452915
2154,Rufous Hummingbird,11.55605381
2155,Rufous Motmot,5.533632287
2156,Rufous Nightjar,2.538116592
2157,Rufous Owl,8.192825112
2158,Rufous Potoo,3.255605381
2159,Rufous Sibia,7.560538117
2160,Rufous Songlark,7.228699552
2161,Rufous Treepie,20.16591928
2162,Rufous Whistler,11.37219731
2163,Rufous Woodpecker,7.349775785
2164,Rufous Wren,9.466367713
2165,Russet Sparrow,6.820627803
2166,Rustic Bunting,15.88789238
2167,Rusty Blackbird,25.44394619
2168,Rusty Sparrow,10.68161435
2169,Sabine's Gull,7.955156951
2170,Sabota Lark,1.434977578
2171,Sacred Kingfisher,10.48430493
2172,Sad Flycatcher,3.170403587
2173,Saddlebill,5.762331839
2174,Saffron Finch,17.37219731
2175,Saffron Toucanet,3.224215247
2176,Sage Grouse,27.68609865
2177,Sage Thrasher,9.076233184
2178,Sagebrush Sparrow,9.260089686
2179,Saker Falcon,19.70852018
2180,Salmon-crested Cockatoo,8.704035874
2181,Saltmarsh Sparrow,7.901345291
2182,San Lucas Robin,8.161434978
2183,Sand Lark,7.376681614
2184,Sanderling,32.25560538
2185,Sandwich Tern,21.01345291
2186,Santa Marta Parakeet,2.708520179
2187,Sapayoa,3.161434978
2188,Satin Bowerbird,18.367713
2189,Satin Flycatcher,2.713004484
2190,Satyr Tragopan,16.05829596
2191,Savanna Hawk,10.44843049
2192,Savanna Nightjar,5.964125561
2193,Savannah Sparrow,19.55156951
2194,Savi's Warbler,2.192825112
2195,Saxaul Sparrow,5.677130045
2196,Say's Phoebe,30.96860987
2197,Scaled Quail,12.41255605
2198,Scaly-breasted Munia,6.547085202
2199,Scaly Thrush,21.65022422
2200,Scarlet-backed Flowerpecker,9.304932735
2201,Scarlet-headed Flowerpecker,1.865470852
2202,Scarlet Finch,14.78026906
2203,Scarlet Ibis,29.0941704
2204,Scarlet Macaw,27.13901345
2205,Scarlet Minivet,16.74439462
2206,Scarlet Myzomela,5.206278027
2207,Scarlet Robin,30.53363229
2208,Scarlet Tanager,8.923766816
2209,Scissor-tailed Flycatcher,9.66367713
2210,Scott's Oriole,5.950672646
2211,Scottish Crossbill,4.941704036
2212,Screaming Cowbird,2.825112108
2213,Screaming Piha,9.304932735
2214,Scrubtit,2.950672646
2215,Seaside Sparrow,11.17040359
2216,Secretarybird,7.515695067
2217,Sedge Warbler,13.96860987
2218,Sedge Wren,12.32286996
2219,Semipalmated Plover,16.30493274
2220,Semipalmated Sandpiper,20.22421525
2221,Senegal Parrot,25.80269058
2222,Seven-colored Tanager,0.838565022
2223,Seychelles Kestrel,3.403587444
2224,Seychelles Parrot,9.116591928
2225,Seychelles Warbler,4.641255605
2226,Sharp-shinned Hawk,14.12107623
2227,Sharp-tailed Grouse,10.7309417
2228,Sharp-tailed Sandpiper,8.067264574
2229,Sharpbill,12.15695067
2230,Shikra,32.85201794
2231,Shining Honeycreeper,1.843049327
2232,Shiny Cowbird,7.67264574
2233,Shoebill,10.10762332
2234,Shore Plover,10.65470852
2235,Short-billed Dowitcher,6.035874439
2236,Short-eared Owl,12.78026906
2237,Short-tailed Albatross,7.986547085
2238,Short-tailed Parrot,1.130044843
2239,Short-tailed Shearwater,5.399103139
2240,Shy Albatross,4.856502242
2241,Siamese Fireback,9.044843049
2242,Siberian Accentor,1.573991031
2243,Siberian Blue Robin,8.64573991
2244,Siberian Chiffchaff,11.71300448
2245,Siberian Crane,27.80717489
2246,Siberian Jay,14.91928251
2247,Siberian Rubythroat,8.856502242
2248,Siberian Thrush,5.291479821
2249,Siberian Tit,5.367713004
2250,Sichuan Partridge,3.609865471
2251,Sickle-billed Vanga,2.147982063
2252,Sierra Madre Ground-warbler,0.551569507
2253,Silver-backed Tanager,0.995515695
2254,Silver-breasted Broadbill,5.69058296
2255,Silver-eared Mesia,2.784753363
2256,Silver Gull,28.08520179
2257,Silver Oriole,11.69506726
2258,Silver Pheasant,32.37219731
2259,Silver Teal,44.30941704
2260,Silverbird,41.46188341
2261,Silvereye,26.20627803
2262,Silvery Pigeon,3.587443946
2263,Sinai Rosefinch,5.677130045
2264,Sinaloa Martin,16.71300448
2265,Sinaloa Wren,4.031390135
2266,Sind Sparrow,4.542600897
2267,Singing Honeyeater,14.71300448
2268,Singing Quail,19.29596413
2269,Singing Starling,6.896860987
2270,Sinu Parakeet,1.439461883
2271,Sira Barbet,1.067264574
2272,Sirkeer Malkoha,11.47533632
2273,Slaty-backed Gull,5.224215247
2274,Slaty-legged Crake,3.34529148
2275,Slaty Bristlefront,0.511210762
2276,Slaty Egret,2.031390135
2277,Slender-billed Curlew,1.19955157
2278,Slender-billed Vulture,4.798206278
2279,Small-billed Elaenia,2.282511211
2280,Small Minivet,10.57847534
2281,Smew,26.13452915
2282,Smoky Honeyeater,1.578475336
2283,Smoky Robin,19.51569507
2284,Smooth-billed Ani,3.264573991
2285,Snail Kite,11.30493274
2286,Snares Penguin,10.07174888
2287,Snoring Rail,5.291479821
2288,Snow-capped Manakin,0.6367713
2289,Snow Bunting,23.5470852
2290,Snow Goose,32.52466368
2291,Snow Partridge,21.41704036
2292,Snow Petrel,9.044843049
2293,Snow Pigeon,16.08520179
2294,Snowcap,37.91479821
2295,Snowy Egret,19.7309417
2296,Snowy Owl,36.22421525
2297,Snowy Plover,15.367713
2298,Snowy Sheathbill,6.816143498
2299,Sociable Lapwing,5.919282511
2300,Sociable Weaver,10.94618834
2301,Social Flycatcher,5.430493274
2302,Socorro Dove,9.022421525
2303,Socorro Mockingbird,1.995515695
2304,Socotra Cormorant,6.242152466
2305,Soft-plumaged Petrel,2.33632287
2306,Solitary Sandpiper,20.9058296
2307,Solitary Snipe,2.502242152
2308,Somali Ostrich,7.587443946
2309,Somali Pigeon,7.00896861
2310,Sombre Tit,2.542600897
2311,Song Parrot,30.00896861
2312,Song Sparrow,36.75336323
2313,Song Thrush,27.1793722
2314,Song Wren,20.76681614
2315,Sooty-headed Bulbul,6.502242152
2316,Sooty Albatross,8.340807175
2317,Sooty Falcon,8.349775785
2318,Sooty Grouse,21.07623318
2319,Sooty Gull,6.399103139
2320,Sooty Oystercatcher,6.278026906
2321,Sooty Shearwater,12.85650224
2322,Sooty Tern,14.10313901
2323,Sora,60.8161435
2324,South African Shelduck,2.618834081
2325,South African Swallow,7.515695067
2326,South Georgia Pipit,4.035874439
2327,South Island Kokako,4.067264574
2328,South Island Robin,15.53811659
2329,South Island Saddleback,1.188340807
2330,South Island Takahe,3.246636771
2331,South Polar Skua,7.614349776
2332,Southern Boobook,12.88789238
2333,Southern Boubou,3.892376682
2334,Southern Brown Kiwi,2.520179372
2335,Southern Caracara,11.72197309
2336,Southern Carmine Bee-eater,11.18834081
2337,Southern Cassowary,15.2690583
2338,Southern Fulmar,3.493273543
2339,Southern Giant Petrel,7.896860987
2340,Southern Ground-hornbill,1.97309417
2341,Southern Lapwing,10.29596413
2342,Southern Martin,37.69506726
2343,Southern Masked Weaver,4.677130045
2344,Southern Mealy Amazon,2.076233184
2345,Southern Red Bishop,10.05829596
2346,Southern Rockhopper Penguin,23.02242152
2347,Southern Royal Albatross,9.515695067
2348,Southern Screamer,7.022421525
2349,Southern Swift,37.50224215
2350,Southern White-faced Owl,8.34529148
2351,Southern Yellow-billed Hornbill,11.62331839
2352,Spangled Coquette,2.883408072
2353,Spangled Cotinga,4.883408072
2354,Spangled Drongo,11.69058296
2355,Spanish Imperial Eagle,12.40358744
2356,Spanish Sparrow,21.95067265
2357,Speckled Hummingbird,7.941704036
2358,Speckled Mousebird,6.748878924
2359,Speckled Pigeon,10.73991031
2360,Speckled Tanager,4.112107623
2361,Speckled Warbler,5.165919283
2362,Spectacled Eider,13.05829596
2363,Spectacled Flowerpecker,1.802690583
2364,Spectacled Owl,13.81165919
2365,Spectacled Parrotlet,4.475336323
2366,Spectacled Tyrant,4.219730942
2367,Spectacled Weaver,2.260089686
2368,Spinifex Pigeon,11.69058296
2369,Spix's Macaw,6.403587444
2370,Splendid Fairy-wren,3.511210762
2371,Splendid Sunbird,2.618834081
2372,Spoon-billed Sandpiper,10.52466368
2373,Spot-bellied Eagle-owl,6.807174888
2374,Spot-billed Pelican,4.264573991
2375,Spotless Crake,4.260089686
2376,Spotless Starling,6.143497758
2377,Spotted Buttonquail,1.816143498
2378,Spotted Crake,9.107623318
2379,Spotted Eagle-owl,8
2380,Spotted Flycatcher,18.17040359
2381,Spotted Harrier,5.793721973
2382,Spotted Kingfisher,11.17488789
2383,Spotted Owl,23.81165919
2384,Spotted Owlet,16.08071749
2385,Spotted Pardalote,12.69506726
2386,Spotted Rail,14.88340807
2387,Spotted Redshank,15.31838565
2388,Spotted Sandpiper,18.28251121
2389,Spotted Shag,1.748878924
2390,Spotted Tanager,3.784753363
2391,Spotted Thick-knee,4.789237668
2392,Spotted Towhee,18.64125561
2393,Spotted Wren,4.99103139
2394,Spruce Grouse,25.60986547
2395,Spur-winged Goose,10.03587444
2396,Spur-winged Lapwing,2.390134529
2397,Squacco Heron,7.6367713
2398,Squatter Pigeon,5.591928251
2399,Sri Lanka Blue Magpie,3.905829596
2400,Sri Lanka Frogmouth,7.538116592
2401,Sri Lanka Junglefowl,10.13452915
2402,St Lucia Amazon,25.66367713
2403,St Vincent Amazon,25.26008969
2404,Standard-winged Nightjar,2.242152466
2405,Standardwing Bird-of-paradise,1.524663677
2406,Star Finch,19.52914798
2407,Steller's Eider,3.995515695
2408,Steller's Jay,17.11210762
2409,Steppe Eagle,26.73542601
2410,Stewart Shag,14.98206278
2411,Stilt Sandpiper,17.71300448
2412,Stitchbird,12.28251121
2413,Stock Dove,27.24215247
2414,Stone Partridge,10.52914798
2415,Stork-billed Kingfisher,11.367713
2416,Strange-tailed Tyrant,1.470852018
2417,Strange Weaver,15.9058296
2418,Straw-headed Bulbul,3.493273543
2419,Straw-necked Ibis,6.587443946
2420,Streak-backed Oriole,2.040358744
2421,Streak-eared Bulbul,4.426008969
2422,Streak-throated Swallow,3.529147982
2423,Streaked Bulbul,1.860986547
2424,Streaked Laughingthrush,9.632286996
2425,Streaked Spiderhunter,7.022421525
2426,Streaked Weaver,7.69058296
2427,Striated Caracara,6
2428,Striated Grassbird,4.97309417
2429,Striated Pardalote,13.57847534
2430,Striped Crake,1.565022422
2431,Striped Cuckoo,13.6367713
2432,Striped Kingfisher,6.035874439
2433,Striped Owl,20.01345291
2434,Striped Sparrow,14.40807175
2435,Striped Woodpecker,7.807174888
2436,Stubble Quail,6.31838565
2437,Stygian Owl,3.219730942
2438,Sulawesi Pitta,4.443946188
2439,Sulphur-bellied Warbler,2.004484305
2440,Sulphur-breasted Warbler,2.399103139
2441,Sulphur-crested Cockatoo,17.0044843
2442,Sultan Tit,8.829596413
2443,Sulu Hornbill,5.00896861
2444,Sumatran Ground-cuckoo,1.66367713
2445,Sumba Hornbill,1.461883408
2446,Summer Tanager,12.94618834
2447,Sun Lark,16.50224215
2448,Sun Parakeet,26.55605381
2449,Sunbittern,14.98654709
2450,Sunda Blue Robin,9.273542601
2451,Sunda Frogmouth,1.147982063
2452,Sunda Thrush,5.977578475
2453,Sungrebe,3.417040359
2454,Superb Fairy-wren,5.573991031
2455,Superb Lyrebird,9.950672646
2456,Superb Parrot,15.48878924
2457,Superb Starling,9.869955157
2458,Surf Scoter,27.50672646
2459,Surfbird,19.78923767
2460,Swainson's Hawk,12.27802691
2461,Swainson's Thrush,10.47533632
2462,Swainson's Warbler,2.64573991
2463,Swallow-tailed Gull,3.98206278
2464,Swallow-tailed Kite,13.66816143
2465,Swallow Flycatcher,9.744394619
2466,Swallow Tanager,7.650224215
2467,Swamp Flycatcher,4.246636771
2468,Swamp Francolin,2.632286996
2469,Swamp Harrier,2.874439462
2470,Swamp Sparrow,21.99103139
2471,Swan Goose,50.15246637
2472,Swift Parrot,19.0044843
2473,Sword-billed Hummingbird,5.34529148
2474,Syrian Serin,3.98206278
2475,Syrian Woodpecker,4.237668161
2476,Tacazze Sunbird,4.977578475
2477,Tachira Antpitta,1.331838565
2478,Tahiti Monarch,6.01793722
2479,Tahiti Petrel,3.260089686
2480,Taita Falcon,12.29147982
2481,Taiwan Barbet,6.286995516
2482,Taiwan Blue Magpie,9.928251121
2483,Taiwan Partridge,2.291479821
2484,Tamaulipas Crow,2.753363229
2485,Tanager Finch,9.735426009
2486,Tanimbar Corella,5.520179372
2487,Taveta Golden Weaver,2.950672646
2488,Tawny-flanked Prinia,3.013452915
2489,Tawny Eagle,21.94618834
2490,Tawny Frogmouth,31.67264574
2491,Tawny Owl,29.56950673
2492,Tawny Pipit,9.905829596
2493,Temminck's Stint,4.156950673
2494,Tennessee Warbler,15.60986547
2495,Terek Sandpiper,8.596412556
2496,Thick-billed Kingbird,2.067264574
2497,Thick-billed Longspur,2.251121076
2498,Thick-billed Murre,5.170403587
2499,Thick-billed Parrot,6.843049327
2500,Thick-billed Warbler,2.905829596
2501,Three-wattled Bellbird,8.381165919
2502,Thrush Nightingale,17.74887892
2503,Tibetan Blackbird,2.197309417
2504,Tibetan Bunting,6.291479821
2505,Tibetan Partridge,1.520179372
2506,Tibetan Snowcock,2.695067265
2507,Tiger Shrike,5.708520179
2508,Timneh Parrot,19.50672646
2509,Tinian Monarch,2.744394619
2510,Tiny Hawk,23.88340807
2511,Toco Toucan,17.57399103
2512,Togian White-eye,1.6367713
2513,Tooth-billed Pigeon,3.905829596
2514,Topknot Pigeon,7.488789238
2515,Torrent Duck,18.35426009
2516,Torresian Crow,5.735426009
2517,Toucan Barbet,3.97309417
2518,Townsend's Warbler,6.798206278
2519,Tree Martin,37.95964126
2520,Tree Pipit,16.00896861
2521,Tree Swallow,24.17488789
2522,Tricolored Blackbird,6.677130045
2523,Tricolored Heron,11.12107623
2524,Tricoloured Munia,8.578475336
2525,Trindade Petrel,2.376681614
2526,Trinidad Motmot,4.914798206
2527,Tristan Albatross,10.30044843
2528,Tristan Thrush,5.941704036
2529,Tropical Kingbird,14.43946188
2530,Tropical Mockingbird,11.56950673
2531,Tropical Parula,4.955156951
2532,Trumpet Manucode,6.905829596
2533,Trumpeter Finch,3.605381166
2534,Trumpeter Hornbill,11.84304933
2535,Trumpeter Swan,27.83856502
2536,Tuamotu Kingfisher,3.206278027
2537,Tucuman Amazon,10.16591928
2538,Tufted Coquette,6.35426009
2539,Tufted Duck,23.93721973
2540,Tufted Flycatcher,10.67264574
2541,Tufted Jay,14.04932735
2542,Tufted Puffin,13.94170404
2543,Tufted Titmouse,27.13452915
2544,Tui,43.80717489
2545,Tundra Swan,26.79372197
2546,Turkey Vulture,45.08071749
2547,Turquoise-browed Motmot,4.869955157
2548,Turquoise-fronted Amazon,8.31838565
2549,Turquoise Jay,22.14349776
2550,Turquoise Parrot,29.65022422
2551,Turquoise Tanager,5
2552,Twite,35.03139013
2553,Two-barred Warbler,3.233183857
2554,Ultramarine Flycatcher,14.33183857
2555,Ultramarine Grosbeak,4.847533632
2556,Ultramarine Lorikeet,5
2557,Upcher's Warbler,1.32735426
2558,Upland Buzzard,2.843049327
2559,Upland Goose,12.29596413
2560,Upland Sandpiper,11.0044843
2561,Ural Owl,16.17488789
2562,Usambara Hyliota,1.64573991
2563,Variable Hawk,9.376681614
2564,Variable Sunbird,4.103139013
2565,Variable Wheatear,9.847533632
2566,Varied Bunting,6.68161435
2567,Varied Thrush,14.99103139
2568,Varied Tit,7.385650224
2569,Variegated Flycatcher,2.170403587
2570,Vasa Parrot,9.152466368
2571,Veery,13.65022422
2572,Vegetarian Finch,7.412556054
2573,Velvet Scoter,14.25560538
2574,Venezuelan Troupial,3.273542601
2575,Verdin,34.60986547
2576,Verditer Flycatcher,10.53811659
2577,Vermilion Cardinal,14.9103139
2578,Vervain Hummingbird,3.847533632
2579,Vesper Sparrow,13.42600897
2580,Victoria's Riflebird,3.376681614
2581,Vilcabamba Inca,15.05381166
2582,Village Weaver,15.65470852
2583,Vinaceous Rosefinch,1.67264574
2584,Violaceous Euphonia,2.461883408
2585,Violaceous Trogon,3.044843049
2586,Violet-backed Starling,5.928251121
2587,Violet-green Swallow,5.618834081
2588,Violet Crow,6.152466368
2589,Violet Cuckoo,4.757847534
2590,Violet Sabrewing,8.053811659
2591,Violet Turaco,11.52466368
2592,Virginia Rail,26.59641256
2593,Visayan Hornbill,6.591928251
2594,Vogelkop Bowerbird,12.16591928
2595,Volcano Hummingbird,7.735426009
2596,Vulturine Guineafowl,7.937219731
2597,Vulturine Parrot,4.376681614
2598,Wallcreeper,23.75336323
2599,Wandering Albatross,10.35426009
2600,Wandering Tattler,11.71300448
2601,Warbling Vireo,12.70852018
2602,Warsangli Linnet,2.6367713
2603,Water Pipit,14.367713
2604,Watercock,8.64573991
2605,Waterfall Swift,13.47085202
2606,Wattled Crane,9.197309417
2607,Wattled Curassow,2.659192825
2608,Wattled Jacana,3.286995516
2609,Wattled Lapwing,19.06278027
2610,Wattled Starling,3.260089686
2611,Waved Albatross,16.88340807
2612,Wedge-rumped Storm-petrel,1.434977578
2613,Wedge-tailed Eagle,13.49327354
2614,Wedge-tailed Shearwater,6.793721973
2615,Weebill,13.26681614
2616,Weka,50.12556054
2617,Welcome Swallow,28
2618,Western Bluebird,22.70403587
2619,Western Capercaillie,6.085201794
2620,Western Grebe,14.11210762
2621,Western Gull,14.08071749
2622,Western Kingbird,20.19282511
2623,Western Koel,6.511210762
2624,Western Meadowlark,18.28699552
2625,Western Mountaineer,18.77130045
2626,Western Parotia,7.713004484
2627,Western Rosella,8.372197309
2628,Western Sandpiper,12.40807175
2629,Western Screech-owl,3.121076233
2630,Western Spindalis,3.372197309
2631,Western Spinebill,4.874439462
2632,Western Tanager,13.08071749
2633,Western Tragopan,14.96860987
2634,Western Wattlebird,3.515695067
2635,Western Whipbird,2.475336323
2636,Western Wood-pewee,4.210762332
2637,Western Yellow Robin,4.618834081
2638,Western Yellow Wagtail,8.448430493
2639,Whimbrel,40.18834081
2640,Whinchat,32.78026906
2641,Whiskered Auklet,2.569506726
2642,Whiskered Pitta,2.452914798
2643,Whiskered Screech-owl,2.843049327
2644,Whiskered Tern,6.784753363
2645,Whiskered Treeswift,8.591928251
2646,Whistling Heron,8.121076233
2647,Whistling Kite,34.21076233
2648,White's Thrush,1.905829596
2649,White-backed Vulture,7.089686099
2650,White-bellied Drongo,1.264573991
2651,White-bellied Go-away-bird,3.68161435
2652,White-bellied Heron,10.95067265
2653,White-bellied Kingfisher,4.986547085
2654,White-bellied Sea-eagle,7.381165919
2655,White-breasted Nuthatch,12.95515695
2656,White-breasted Waterhen,7.896860987
2657,White-browed Tit-warbler,1.98206278
2658,White-browed Wagtail,5.412556054
2659,White-cheeked Barbet,5.076233184
2660,White-cheeked Starling,6.932735426
2661,White-chinned Petrel,2.695067265
2662,White-collared Swift,1.883408072
2663,White-crested Elaenia,1.156950673
2664,White-crowned Pigeon,4.618834081
2665,White-crowned Sparrow,14.22869955
2666,White-eared Bulbul,2.448430493
2667,White-eared Hummingbird,2.641255605
2668,White-eyed River Martin,1.421524664
2669,White-eyed Vireo,7.735426009
2670,White-faced Heron,6.426008969
2671,White-faced Ibis,5.811659193
2672,White-fronted Falconet,1.417040359
2673,White-headed Duck,4.399103139
2674,White-necked Jacobin,1.753363229
2675,White-necked Raven,4.376681614
2676,White-rumped Sandpiper,3.251121076
2677,White-rumped Seedeater,4.30044843
2678,White-rumped Shama,8.591928251
2679,White-rumped Swift,5.358744395
2680,White-rumped Vulture,3.721973094
2681,White-shouldered Ibis,1.650224215
2682,White-spectacled Bulbul,5.32735426
2683,White-tailed Hawk,8.793721973
2684,White-tailed Kite,9.986547085
2685,White-tailed Lapwing,1.69955157
2686,White-tailed Ptarmigan,4.278026906
2687,White-tailed Tropicbird,6.726457399
2688,White-throated Bee-eater,3.874439462
2689,White-throated Dipper,2.488789238
2690,White-throated Fantail,9.291479821
2691,White-throated Kingfisher,8.170403587
2692,White-throated Needletail,3.412556054
2693,White-throated Rail,1.02690583
2694,White-throated Robin,3.3632287
2695,White-throated Sparrow,9.829596413
2696,White-throated Swallow,1.838565022
2697,White-throated Thrush,5.058295964
2698,White-winged Chough,7.97309417
2699,White-winged Dove,7.35426009
2700,White-winged Flufftail,4.919282511
2701,White-winged Parakeet,1.542600897
2702,White-winged Scoter,7.161434978
2703,White-winged Tern,4.228699552
2704,White Bellbird,2.387892377
2705,White Cockatoo,5.587443946
2706,White Hawk,65.84304933
2707,White Ibis,43.77130045
2708,White Stork,31.76681614
2709,White Wagtail,18.20627803
2710,White Woodpecker,26.24215247
2711,Whitehead,38.05381166
2712,Whooper Swan,24.69955157
2713,Whooping Crane,23.60089686
2714,Wild Turkey,38.76681614
2715,Willet,22.92376682
2716,Willie Wagtail,16.04932735
2717,Willow Flycatcher,15.75336323
2718,Willow Grouse,17.5426009
2719,Willow Tit,32.21524664
2720,Willow Warbler,19.7264574
2721,Wilson's Phalarope,4.798206278
2722,Wilson's Plover,4.399103139
2723,Wilson's Snipe,10.18834081
2724,Wilson's Warbler,9.004484305
2725,Wine-throated Hummingbird,2.64573991
2726,Winter Wren,23.8161435
2727,Wonga Pigeon,9.143497758
2728,Wood Duck,47.17040359
2729,Wood Sandpiper,22.67264574
2730,Wood Snipe,12.39013453
2731,Wood Stork,19.61434978
2732,Wood Thrush,24.01345291
2733,Wood Warbler,7.659192825
2734,Woodchat Shrike,5.520179372
2735,Woodland Kingfisher,18.21973094
2736,Woodlark,47.18834081
2737,Woodpecker Finch,23.57399103
2738,Worm-eating Warbler,5.497757848
2739,Wreathed Hornbill,5.614349776
2740,Wrentit,13.83856502
2741,Wrinkled Hornbill,7.031390135
2742,Wrybill,6.448430493
2743,Yelkouan Shearwater,7.739910314
2744,Yellow-bellied Flycatcher,10.91479821
2745,Yellow-bellied Sapsucker,9.883408072
2746,Yellow-bibbed Lory,5.641255605
2747,Yellow-billed Cardinal,2.748878924
2748,Yellow-billed Cuckoo,11.41255605
2749,Yellow-billed Kite,3.31838565
2750,Yellow-billed Loon,4.251121076
2751,Yellow-billed Magpie,5.67264574
2752,Yellow-billed Oxpecker,2.560538117
2753,Yellow-billed Stork,4.865470852
2754,Yellow-breasted Bunting,3.269058296
2755,Yellow-breasted Chat,4.224215247
2756,Yellow-browed Bunting,1.511210762
2757,Yellow-browed Warbler,4.910313901
2758,Yellow-chevroned Parakeet,2.35426009
2759,Yellow-collared Lovebird,9.197309417
2760,Yellow-crested Cockatoo,5.322869955
2761,Yellow-crowned Amazon,3.892376682
2762,Yellow-crowned Bishop,4.542600897
2763,Yellow-crowned Night-heron,6.197309417
2764,Yellow-eared Parrot,3.784753363
2765,Yellow-eyed Penguin,6.255605381
2766,Yellow-faced Grassquit,1.264573991
2767,Yellow-faced Honeyeater,3.022421525
2768,Yellow-green Finch,0.744394619
2769,Yellow-headed Amazon,6.282511211
2770,Yellow-headed Blackbird,4.569506726
2771,Yellow-legged Buttonquail,0.762331839
2772,Yellow-legged Gull,9.641255605
2773,Yellow-naped Amazon,11.6367713
2774,Yellow-rumped Honeyguide,2.269058296
2775,Yellow-throated Bunting,1.286995516
2776,Yellow-throated Vireo,9.542600897
2777,Yellow-throated Warbler,6.206278027
2778,Yellow-vented Bulbul,9.282511211
2779,Yellow-wattled Lapwing,3.852017937
2780,Yellow-winged Blackbird,1.919282511
2781,Yellow-winged Cacique,3.165919283
2782,Yellow Bishop,23.49775785
2783,Yellow Bittern,8.686098655
2784,Yellow Bunting,25.64573991
2785,Yellow Canary,63.68609865
2786,Yellow Cardinal,10.24663677
2787,Yellow Chat,28.5470852
2788,Yellow Grosbeak,10.7264574
2789,Yellow Honeyeater,11.69058296
2790,Yellow Oriole,10.88789238
2791,Yellow Rail,21.34977578
2792,Yellow Thornbill,7.744394619
2793,Yellow Tit,24.03139013
2794,Yellow Wattlebird,7.838565022
2795,Yellowhammer,8.233183857
2796,Yellowhead,45.69058296
2797,Yucatan Jay,12.56502242
2798,Yunnan Nuthatch,2.349775785
2799,Zambian Barbet,2.269058296
2800,Zapata Rail,4.33632287
2801,Zebra Dove,32.32735426
2802,Zenaida Dove,8.910313901
2803,Zigzag Heron,1.739910314
2804,Zino's Petrel,3.139013453
2805,Zitting Cisticola,11.98654709
2806,Zone-tailed Hawk,5.520179372
2807,Eurasian Griffon,5.30941704
2808,Ruppell's Griffon,2.201793722
2809,White-backed Vulture,6.968609865
